2020-03-26 03:07:32.816 GMT [12464] ���������:  ������� �� ���� ���������: 2020-03-25 12:30:59 GMT
		ig.value interpretation_group
		INTO #temp 
	   FROM 
	   users u,interpretation_groups ig 
	   
	WHERE u.id = 2
	   
	
	
2020-03-26 10:11:20.214 GMT [2768] ОШИБКА:  ошибка синтаксиса (примерное положение: "SELECT") (символ 15)
2020-03-26 10:11:20.214 GMT [2768] ОПЕРАТОР:  DECLARE temp
	
	SELECT 
		u.id user_id,
		u.login,
		ig.id interpretation_group_id,
		ig.value interpretation_group
		INTO #temp 
	   FROM 
	   users u,interpretation_groups ig 
	   
	WHERE u.id = 2
	   
	
	
2020-03-26 10:11:20.824 GMT [2768] ОШИБКА:  ошибка синтаксиса (примерное положение: "SELECT") (символ 15)
2020-03-26 10:11:20.824 GMT [2768] ОПЕРАТОР:  DECLARE temp
	
	SELECT 
		u.id user_id,
		u.login,
		ig.id interpretation_group_id,
		ig.value interpretation_group
		INTO #temp 
	   FROM 
	   users u,interpretation_groups ig 
	   
	WHERE u.id = 2
	   
	
	
2020-03-26 10:11:22.990 GMT [2768] ОШИБКА:  ошибка синтаксиса (примерное положение: ";") (символ 13)
2020-03-26 10:11:22.990 GMT [2768] ОПЕРАТОР:  DECLARE temp;
	
	SELECT 
		u.id user_id,
		u.login,
		ig.id interpretation_group_id,
		ig.value interpretation_group
		INTO #temp 
	   FROM 
	   users u,interpretation_groups ig 
	   
	WHERE u.id = 2
	   
	
	
2020-03-26 10:11:28.206 GMT [2768] ОШИБКА:  ошибка синтаксиса (примерное положение: "TABLE") (символ 14)
2020-03-26 10:11:28.206 GMT [2768] ОПЕРАТОР:  DECLARE temp TABLE;
	
	SELECT 
		u.id user_id,
		u.login,
		ig.id interpretation_group_id,
		ig.value interpretation_group
		INTO #temp 
	   FROM 
	   users u,interpretation_groups ig 
	   
	WHERE u.id = 2
	   
	
	
2020-03-26 10:11:28.713 GMT [2768] ОШИБКА:  ошибка синтаксиса (примерное положение: "TABLE") (символ 14)
2020-03-26 10:11:28.713 GMT [2768] ОПЕРАТОР:  DECLARE temp TABLE;
	
	SELECT 
		u.id user_id,
		u.login,
		ig.id interpretation_group_id,
		ig.value interpretation_group
		INTO #temp 
	   FROM 
	   users u,interpretation_groups ig 
	   
	WHERE u.id = 2
	   
	
	
2020-03-26 10:11:31.483 GMT [2768] ОШИБКА:  ошибка синтаксиса (примерное положение: "SELECT") (символ 15)
2020-03-26 10:11:31.483 GMT [2768] ОПЕРАТОР:  DECLARE temp
	
	SELECT 
		u.id user_id,
		u.login,
		ig.id interpretation_group_id,
		ig.value interpretation_group
		INTO #temp 
	   FROM 
	   users u,interpretation_groups ig 
	   
	WHERE u.id = 2
	   
	
	
2020-03-26 10:11:33.991 GMT [2768] ОШИБКА:  ошибка синтаксиса (примерное положение: "#") (символ 103)
2020-03-26 10:11:33.991 GMT [2768] ОПЕРАТОР:  SELECT 
		u.id user_id,
		u.login,
		ig.id interpretation_group_id,
		ig.value interpretation_group
		INTO #temp 
	   FROM 
	   users u,interpretation_groups ig 
	   
	WHERE u.id = 2
	   
	
	
2020-03-26 10:12:08.144 GMT [2768] ОШИБКА:  подзапрос во FROM должен иметь псевдоним (символ 15)
2020-03-26 10:12:08.144 GMT [2768] ПОДСКАЗКА:  Например, FROM (SELECT ...) [AS] foo.
2020-03-26 10:12:08.144 GMT [2768] ОПЕРАТОР:  SELECT * FROM (SELECT 
		u.id user_id,
		u.login,
		ig.id interpretation_group_id,
		ig.value interpretation_group
	   FROM 
	   users u,interpretation_groups ig 
	WHERE u.id = 2
	)
	   
	
	
2020-03-26 10:12:08.878 GMT [2768] ОШИБКА:  подзапрос во FROM должен иметь псевдоним (символ 15)
2020-03-26 10:12:08.878 GMT [2768] ПОДСКАЗКА:  Например, FROM (SELECT ...) [AS] foo.
2020-03-26 10:12:08.878 GMT [2768] ОПЕРАТОР:  SELECT * FROM (SELECT 
		u.id user_id,
		u.login,
		ig.id interpretation_group_id,
		ig.value interpretation_group
	   FROM 
	   users u,interpretation_groups ig 
	WHERE u.id = 2
	)
	   
	
	
2020-03-26 10:13:00.107 GMT [2768] ОШИБКА:  ошибка синтаксиса (примерное положение: ")") (символ 197)
2020-03-26 10:13:00.107 GMT [2768] ОПЕРАТОР:  SELECT * 
	FROM (SELECT 
		u.id user_id,
		u.login,
		ig.id interpretation_group_id,
		ig.value interpretation_group
	   FROM 
	   users u,interpretation_groups ig 
	WHERE u.id = 2) all_groups left join
	()
	   
	
	
2020-03-26 10:14:05.675 GMT [2768] ОШИБКА:  отношение "all_groups" не существует (символ 206)
2020-03-26 10:14:05.675 GMT [2768] ОПЕРАТОР:  SELECT * 
	FROM (SELECT 
		u.id user_id,
		u.login,
		ig.id interpretation_group_id,
		ig.value interpretation_group
	   FROM 
	   users u,interpretation_groups ig 
	WHERE u.id = 2) all_groups;
	   
	
	SELECT * FROM
	all_groups
	
2020-03-26 10:14:06.140 GMT [2768] ОШИБКА:  отношение "all_groups" не существует (символ 206)
2020-03-26 10:14:06.140 GMT [2768] ОПЕРАТОР:  SELECT * 
	FROM (SELECT 
		u.id user_id,
		u.login,
		ig.id interpretation_group_id,
		ig.value interpretation_group
	   FROM 
	   users u,interpretation_groups ig 
	WHERE u.id = 2) all_groups;
	   
	
	SELECT * FROM
	all_groups
	
2020-03-26 10:14:08.676 GMT [2768] ОШИБКА:  ошибка синтаксиса (примерное положение: "SELECT") (символ 191)
2020-03-26 10:14:08.676 GMT [2768] ОПЕРАТОР:  SELECT * 
	FROM (SELECT 
		u.id user_id,
		u.login,
		ig.id interpretation_group_id,
		ig.value interpretation_group
	   FROM 
	   users u,interpretation_groups ig 
	WHERE u.id = 2) all_groups
	   
	
	SELECT * FROM
	all_groups
	
2020-03-26 10:14:11.009 GMT [2768] ОШИБКА:  ошибка синтаксиса (примерное положение: "SELECT") (символ 192)
2020-03-26 10:14:11.009 GMT [2768] ОПЕРАТОР:  SELECT * 
	FROM (SELECT 
		u.id user_id,
		u.login,
		ig.id interpretation_group_id,
		ig.value interpretation_group
	   FROM 
	   users u,interpretation_groups ig 
	WHERE u.id = 2) all_groups,
	   
	
	SELECT * FROM
	all_groups
	
2020-03-26 10:14:13.497 GMT [2768] ОШИБКА:  ошибка синтаксиса (примерное положение: "SELECT") (символ 191)
2020-03-26 10:14:13.497 GMT [2768] ОПЕРАТОР:  SELECT * 
	FROM (SELECT 
		u.id user_id,
		u.login,
		ig.id interpretation_group_id,
		ig.value interpretation_group
	   FROM 
	   users u,interpretation_groups ig 
	WHERE u.id = 2) all_groups
	   
	
	SELECT * FROM
	all_groups
	
2020-03-26 10:15:51.829 GMT [2768] ОШИБКА:  ошибка синтаксиса (примерное положение: "gv") (символ 333)
2020-03-26 10:15:51.829 GMT [2768] ОПЕРАТОР:  (SELECT 
	 	igv.user_id,
	    igv.user_login,
	    igv.test_id,
	    igv.test,
	    igv.interpretation_group_id,
	    igv.interpretation_group,
	    sum(igv.answer_value) AS value,
	    igv.date
	 FROM 
	 	interpetation_groups_view igv
	 GROUP BY igv.interpretation_group_id, 
	 	igv.interpretation_group, 
	 	igv.user_id,
	 	igv.user_login, i
	 	gv.test_id, 
	 	igv.test, 
	 	igv.date) 
2020-03-26 10:15:52.502 GMT [2768] ОШИБКА:  ошибка синтаксиса (примерное положение: "gv") (символ 333)
2020-03-26 10:15:52.502 GMT [2768] ОПЕРАТОР:  (SELECT 
	 	igv.user_id,
	    igv.user_login,
	    igv.test_id,
	    igv.test,
	    igv.interpretation_group_id,
	    igv.interpretation_group,
	    sum(igv.answer_value) AS value,
	    igv.date
	 FROM 
	 	interpetation_groups_view igv
	 GROUP BY igv.interpretation_group_id, 
	 	igv.interpretation_group, 
	 	igv.user_id,
	 	igv.user_login, i
	 	gv.test_id, 
	 	igv.test, 
	 	igv.date) 
2020-03-26 10:16:31.092 GMT [2768] ОШИБКА:  подзапрос во FROM должен иметь псевдоним (символ 191)
2020-03-26 10:16:31.092 GMT [2768] ПОДСКАЗКА:  Например, FROM (SELECT ...) [AS] foo.
2020-03-26 10:16:31.092 GMT [2768] ОПЕРАТОР:  SELECT * 
	FROM (SELECT 
		u.id user_id,
		u.login,
		ig.id interpretation_group_id,
		ig.value interpretation_group
	   FROM 
	   users u,interpretation_groups ig 
	WHERE u.id = 2) all_groups join
	(SELECT 
	 	igv.user_id,
	    igv.user_login,
	    igv.test_id,
	    igv.test,
	    igv.interpretation_group_id,
	    igv.interpretation_group,
	    sum(igv.answer_value) AS value,
	    igv.date
	 FROM 
	 	interpetation_groups_view igv
	 GROUP BY igv.interpretation_group_id, 
	 	igv.interpretation_group, 
	 	igv.user_id,
	 	igv.user_login, 
	 	igv.test_id, 
	 	igv.test, 
	 	igv.date) 
		
	
2020-03-26 10:16:31.822 GMT [2768] ОШИБКА:  подзапрос во FROM должен иметь псевдоним (символ 191)
2020-03-26 10:16:31.822 GMT [2768] ПОДСКАЗКА:  Например, FROM (SELECT ...) [AS] foo.
2020-03-26 10:16:31.822 GMT [2768] ОПЕРАТОР:  SELECT * 
	FROM (SELECT 
		u.id user_id,
		u.login,
		ig.id interpretation_group_id,
		ig.value interpretation_group
	   FROM 
	   users u,interpretation_groups ig 
	WHERE u.id = 2) all_groups join
	(SELECT 
	 	igv.user_id,
	    igv.user_login,
	    igv.test_id,
	    igv.test,
	    igv.interpretation_group_id,
	    igv.interpretation_group,
	    sum(igv.answer_value) AS value,
	    igv.date
	 FROM 
	 	interpetation_groups_view igv
	 GROUP BY igv.interpretation_group_id, 
	 	igv.interpretation_group, 
	 	igv.user_id,
	 	igv.user_login, 
	 	igv.test_id, 
	 	igv.test, 
	 	igv.date) 
		
	
2020-03-26 10:16:45.301 GMT [2768] ОШИБКА:  ошибка синтаксиса в конце (символ 575)
2020-03-26 10:16:45.301 GMT [2768] ОПЕРАТОР:  SELECT * 
	FROM (SELECT 
		u.id user_id,
		u.login,
		ig.id interpretation_group_id,
		ig.value interpretation_group
	   FROM 
	   users u,interpretation_groups ig 
	WHERE 
		  u.id = 2) all_groups join
	(SELECT 
	 	igv.user_id,
	    igv.user_login,
	    igv.test_id,
	    igv.test,
	    igv.interpretation_group_id,
	    igv.interpretation_group,
	    sum(igv.answer_value) AS value,
	    igv.date
	 FROM 
	 	interpetation_groups_view igv
	 GROUP BY igv.interpretation_group_id, 
	 	igv.interpretation_group, 
	 	igv.user_id,
	 	igv.user_login, 
	 	igv.test_id, 
	 	igv.test, 
	 	igv.date) answers
		
	
2020-03-26 10:16:45.869 GMT [2768] ОШИБКА:  ошибка синтаксиса в конце (символ 575)
2020-03-26 10:16:45.869 GMT [2768] ОПЕРАТОР:  SELECT * 
	FROM (SELECT 
		u.id user_id,
		u.login,
		ig.id interpretation_group_id,
		ig.value interpretation_group
	   FROM 
	   users u,interpretation_groups ig 
	WHERE 
		  u.id = 2) all_groups join
	(SELECT 
	 	igv.user_id,
	    igv.user_login,
	    igv.test_id,
	    igv.test,
	    igv.interpretation_group_id,
	    igv.interpretation_group,
	    sum(igv.answer_value) AS value,
	    igv.date
	 FROM 
	 	interpetation_groups_view igv
	 GROUP BY igv.interpretation_group_id, 
	 	igv.interpretation_group, 
	 	igv.user_id,
	 	igv.user_login, 
	 	igv.test_id, 
	 	igv.test, 
	 	igv.date) answers
		
	
2020-03-26 10:16:46.350 GMT [2768] ОШИБКА:  ошибка синтаксиса в конце (символ 575)
2020-03-26 10:16:46.350 GMT [2768] ОПЕРАТОР:  SELECT * 
	FROM (SELECT 
		u.id user_id,
		u.login,
		ig.id interpretation_group_id,
		ig.value interpretation_group
	   FROM 
	   users u,interpretation_groups ig 
	WHERE 
		  u.id = 2) all_groups join
	(SELECT 
	 	igv.user_id,
	    igv.user_login,
	    igv.test_id,
	    igv.test,
	    igv.interpretation_group_id,
	    igv.interpretation_group,
	    sum(igv.answer_value) AS value,
	    igv.date
	 FROM 
	 	interpetation_groups_view igv
	 GROUP BY igv.interpretation_group_id, 
	 	igv.interpretation_group, 
	 	igv.user_id,
	 	igv.user_login, 
	 	igv.test_id, 
	 	igv.test, 
	 	igv.date) answers
		
	
2020-03-26 10:16:46.786 GMT [2768] ОШИБКА:  ошибка синтаксиса в конце (символ 575)
2020-03-26 10:16:46.786 GMT [2768] ОПЕРАТОР:  SELECT * 
	FROM (SELECT 
		u.id user_id,
		u.login,
		ig.id interpretation_group_id,
		ig.value interpretation_group
	   FROM 
	   users u,interpretation_groups ig 
	WHERE 
		  u.id = 2) all_groups join
	(SELECT 
	 	igv.user_id,
	    igv.user_login,
	    igv.test_id,
	    igv.test,
	    igv.interpretation_group_id,
	    igv.interpretation_group,
	    sum(igv.answer_value) AS value,
	    igv.date
	 FROM 
	 	interpetation_groups_view igv
	 GROUP BY igv.interpretation_group_id, 
	 	igv.interpretation_group, 
	 	igv.user_id,
	 	igv.user_login, 
	 	igv.test_id, 
	 	igv.test, 
	 	igv.date) answers
		
	
2020-03-26 10:16:50.619 GMT [2768] ОШИБКА:  ошибка синтаксиса в конце (символ 574)
2020-03-26 10:16:50.619 GMT [2768] ОПЕРАТОР:  SELECT * 
	FROM (SELECT 
		u.id user_id,
		u.login,
		ig.id interpretation_group_id,
		ig.value interpretation_group
	   FROM 
	   users u,interpretation_groups ig 
	WHERE 
		  u.id = 2) all_groups join
	(SELECT 
	 	igv.user_id,
	    igv.user_login,
	    igv.test_id,
	    igv.test,
	    igv.interpretation_group_id,
	    igv.interpretation_group,
	    sum(igv.answer_value) AS value,
	    igv.date
	 FROM 
	 	interpetation_groups_view igv
	 GROUP BY igv.interpretation_group_id, 
	 	igv.interpretation_group, 
	 	igv.user_id,
	 	igv.user_login, 
	 	igv.test_id, 
	 	igv.test, 
	 	igv.date) answers
		
2020-03-26 10:16:53.592 GMT [2768] ОШИБКА:  ошибка синтаксиса в конце (символ 572)
2020-03-26 10:16:53.592 GMT [2768] ОПЕРАТОР:  SELECT * 
	FROM (SELECT 
		u.id user_id,
		u.login,
		ig.id interpretation_group_id,
		ig.value interpretation_group
	   FROM 
	   users u,interpretation_groups ig 
	WHERE 
		  u.id = 2) all_groups join
	(SELECT 
	 	igv.user_id,
	    igv.user_login,
	    igv.test_id,
	    igv.test,
	    igv.interpretation_group_id,
	    igv.interpretation_group,
	    sum(igv.answer_value) AS value,
	    igv.date
	 FROM 
	 	interpetation_groups_view igv
	 GROUP BY igv.interpretation_group_id, 
	 	igv.interpretation_group, 
	 	igv.user_id,
	 	igv.user_login, 
	 	igv.test_id, 
	 	igv.test, 
	 	igv.date) answers
2020-03-26 10:17:30.946 GMT [2768] ОШИБКА:  ошибка синтаксиса (примерное положение: "o") (символ 574)
2020-03-26 10:17:30.946 GMT [2768] ОПЕРАТОР:  SELECT * 
	FROM (SELECT 
		u.id user_id,
		u.login,
		ig.id interpretation_group_id,
		ig.value interpretation_group
	   FROM 
	   users u,interpretation_groups ig 
	WHERE 
		  u.id = 2) all_groups join
	(SELECT 
	 	igv.user_id,
	    igv.user_login,
	    igv.test_id,
	    igv.test,
	    igv.interpretation_group_id,
	    igv.interpretation_group,
	    sum(igv.answer_value) AS value,
	    igv.date
	 FROM 
	 	interpetation_groups_view igv
	 GROUP BY igv.interpretation_group_id, 
	 	igv.interpretation_group, 
	 	igv.user_id,
	 	igv.user_login, 
	 	igv.test_id, 
	 	igv.test, 
	 	igv.date) answers
		o
2020-03-26 10:17:31.388 GMT [2768] ОШИБКА:  ошибка синтаксиса (примерное положение: "o") (символ 574)
2020-03-26 10:17:31.388 GMT [2768] ОПЕРАТОР:  SELECT * 
	FROM (SELECT 
		u.id user_id,
		u.login,
		ig.id interpretation_group_id,
		ig.value interpretation_group
	   FROM 
	   users u,interpretation_groups ig 
	WHERE 
		  u.id = 2) all_groups join
	(SELECT 
	 	igv.user_id,
	    igv.user_login,
	    igv.test_id,
	    igv.test,
	    igv.interpretation_group_id,
	    igv.interpretation_group,
	    sum(igv.answer_value) AS value,
	    igv.date
	 FROM 
	 	interpetation_groups_view igv
	 GROUP BY igv.interpretation_group_id, 
	 	igv.interpretation_group, 
	 	igv.user_id,
	 	igv.user_login, 
	 	igv.test_id, 
	 	igv.test, 
	 	igv.date) answers
		o
2020-03-26 10:17:31.903 GMT [2768] ОШИБКА:  ошибка синтаксиса (примерное положение: "o") (символ 574)
2020-03-26 10:17:31.903 GMT [2768] ОПЕРАТОР:  SELECT * 
	FROM (SELECT 
		u.id user_id,
		u.login,
		ig.id interpretation_group_id,
		ig.value interpretation_group
	   FROM 
	   users u,interpretation_groups ig 
	WHERE 
		  u.id = 2) all_groups join
	(SELECT 
	 	igv.user_id,
	    igv.user_login,
	    igv.test_id,
	    igv.test,
	    igv.interpretation_group_id,
	    igv.interpretation_group,
	    sum(igv.answer_value) AS value,
	    igv.date
	 FROM 
	 	interpetation_groups_view igv
	 GROUP BY igv.interpretation_group_id, 
	 	igv.interpretation_group, 
	 	igv.user_id,
	 	igv.user_login, 
	 	igv.test_id, 
	 	igv.test, 
	 	igv.date) answers
		o
2020-03-26 10:17:32.439 GMT [2768] ОШИБКА:  ошибка синтаксиса (примерное положение: "o") (символ 574)
2020-03-26 10:17:32.439 GMT [2768] ОПЕРАТОР:  SELECT * 
	FROM (SELECT 
		u.id user_id,
		u.login,
		ig.id interpretation_group_id,
		ig.value interpretation_group
	   FROM 
	   users u,interpretation_groups ig 
	WHERE 
		  u.id = 2) all_groups join
	(SELECT 
	 	igv.user_id,
	    igv.user_login,
	    igv.test_id,
	    igv.test,
	    igv.interpretation_group_id,
	    igv.interpretation_group,
	    sum(igv.answer_value) AS value,
	    igv.date
	 FROM 
	 	interpetation_groups_view igv
	 GROUP BY igv.interpretation_group_id, 
	 	igv.interpretation_group, 
	 	igv.user_id,
	 	igv.user_login, 
	 	igv.test_id, 
	 	igv.test, 
	 	igv.date) answers
		o
2020-03-26 10:17:32.903 GMT [2768] ОШИБКА:  ошибка синтаксиса (примерное положение: "o") (символ 574)
2020-03-26 10:17:32.903 GMT [2768] ОПЕРАТОР:  SELECT * 
	FROM (SELECT 
		u.id user_id,
		u.login,
		ig.id interpretation_group_id,
		ig.value interpretation_group
	   FROM 
	   users u,interpretation_groups ig 
	WHERE 
		  u.id = 2) all_groups join
	(SELECT 
	 	igv.user_id,
	    igv.user_login,
	    igv.test_id,
	    igv.test,
	    igv.interpretation_group_id,
	    igv.interpretation_group,
	    sum(igv.answer_value) AS value,
	    igv.date
	 FROM 
	 	interpetation_groups_view igv
	 GROUP BY igv.interpretation_group_id, 
	 	igv.interpretation_group, 
	 	igv.user_id,
	 	igv.user_login, 
	 	igv.test_id, 
	 	igv.test, 
	 	igv.date) answers
		o
2020-03-26 10:17:34.430 GMT [2768] ОШИБКА:  ошибка синтаксиса в конце (символ 574)
2020-03-26 10:17:34.430 GMT [2768] ОПЕРАТОР:  SELECT * 
	FROM (SELECT 
		u.id user_id,
		u.login,
		ig.id interpretation_group_id,
		ig.value interpretation_group
	   FROM 
	   users u,interpretation_groups ig 
	WHERE 
		  u.id = 2) all_groups join
	(SELECT 
	 	igv.user_id,
	    igv.user_login,
	    igv.test_id,
	    igv.test,
	    igv.interpretation_group_id,
	    igv.interpretation_group,
	    sum(igv.answer_value) AS value,
	    igv.date
	 FROM 
	 	interpetation_groups_view igv
	 GROUP BY igv.interpretation_group_id, 
	 	igv.interpretation_group, 
	 	igv.user_id,
	 	igv.user_login, 
	 	igv.test_id, 
	 	igv.test, 
	 	igv.date) answers
		
2020-03-26 10:17:34.820 GMT [2768] ОШИБКА:  ошибка синтаксиса в конце (символ 574)
2020-03-26 10:17:34.820 GMT [2768] ОПЕРАТОР:  SELECT * 
	FROM (SELECT 
		u.id user_id,
		u.login,
		ig.id interpretation_group_id,
		ig.value interpretation_group
	   FROM 
	   users u,interpretation_groups ig 
	WHERE 
		  u.id = 2) all_groups join
	(SELECT 
	 	igv.user_id,
	    igv.user_login,
	    igv.test_id,
	    igv.test,
	    igv.interpretation_group_id,
	    igv.interpretation_group,
	    sum(igv.answer_value) AS value,
	    igv.date
	 FROM 
	 	interpetation_groups_view igv
	 GROUP BY igv.interpretation_group_id, 
	 	igv.interpretation_group, 
	 	igv.user_id,
	 	igv.user_login, 
	 	igv.test_id, 
	 	igv.test, 
	 	igv.date) answers
		
2020-03-26 10:17:35.041 GMT [2768] ОШИБКА:  ошибка синтаксиса в конце (символ 574)
2020-03-26 10:17:35.041 GMT [2768] ОПЕРАТОР:  SELECT * 
	FROM (SELECT 
		u.id user_id,
		u.login,
		ig.id interpretation_group_id,
		ig.value interpretation_group
	   FROM 
	   users u,interpretation_groups ig 
	WHERE 
		  u.id = 2) all_groups join
	(SELECT 
	 	igv.user_id,
	    igv.user_login,
	    igv.test_id,
	    igv.test,
	    igv.interpretation_group_id,
	    igv.interpretation_group,
	    sum(igv.answer_value) AS value,
	    igv.date
	 FROM 
	 	interpetation_groups_view igv
	 GROUP BY igv.interpretation_group_id, 
	 	igv.interpretation_group, 
	 	igv.user_id,
	 	igv.user_login, 
	 	igv.test_id, 
	 	igv.test, 
	 	igv.date) answers
		
2020-03-26 10:17:35.237 GMT [2768] ОШИБКА:  ошибка синтаксиса в конце (символ 574)
2020-03-26 10:17:35.237 GMT [2768] ОПЕРАТОР:  SELECT * 
	FROM (SELECT 
		u.id user_id,
		u.login,
		ig.id interpretation_group_id,
		ig.value interpretation_group
	   FROM 
	   users u,interpretation_groups ig 
	WHERE 
		  u.id = 2) all_groups join
	(SELECT 
	 	igv.user_id,
	    igv.user_login,
	    igv.test_id,
	    igv.test,
	    igv.interpretation_group_id,
	    igv.interpretation_group,
	    sum(igv.answer_value) AS value,
	    igv.date
	 FROM 
	 	interpetation_groups_view igv
	 GROUP BY igv.interpretation_group_id, 
	 	igv.interpretation_group, 
	 	igv.user_id,
	 	igv.user_login, 
	 	igv.test_id, 
	 	igv.test, 
	 	igv.date) answers
		
2020-03-26 10:17:35.459 GMT [2768] ОШИБКА:  ошибка синтаксиса в конце (символ 574)
2020-03-26 10:17:35.459 GMT [2768] ОПЕРАТОР:  SELECT * 
	FROM (SELECT 
		u.id user_id,
		u.login,
		ig.id interpretation_group_id,
		ig.value interpretation_group
	   FROM 
	   users u,interpretation_groups ig 
	WHERE 
		  u.id = 2) all_groups join
	(SELECT 
	 	igv.user_id,
	    igv.user_login,
	    igv.test_id,
	    igv.test,
	    igv.interpretation_group_id,
	    igv.interpretation_group,
	    sum(igv.answer_value) AS value,
	    igv.date
	 FROM 
	 	interpetation_groups_view igv
	 GROUP BY igv.interpretation_group_id, 
	 	igv.interpretation_group, 
	 	igv.user_id,
	 	igv.user_login, 
	 	igv.test_id, 
	 	igv.test, 
	 	igv.date) answers
		
2020-03-26 10:17:35.738 GMT [2768] ОШИБКА:  ошибка синтаксиса в конце (символ 574)
2020-03-26 10:17:35.738 GMT [2768] ОПЕРАТОР:  SELECT * 
	FROM (SELECT 
		u.id user_id,
		u.login,
		ig.id interpretation_group_id,
		ig.value interpretation_group
	   FROM 
	   users u,interpretation_groups ig 
	WHERE 
		  u.id = 2) all_groups join
	(SELECT 
	 	igv.user_id,
	    igv.user_login,
	    igv.test_id,
	    igv.test,
	    igv.interpretation_group_id,
	    igv.interpretation_group,
	    sum(igv.answer_value) AS value,
	    igv.date
	 FROM 
	 	interpetation_groups_view igv
	 GROUP BY igv.interpretation_group_id, 
	 	igv.interpretation_group, 
	 	igv.user_id,
	 	igv.user_login, 
	 	igv.test_id, 
	 	igv.test, 
	 	igv.date) answers
		
2020-03-26 10:17:36.404 GMT [2768] ОШИБКА:  ошибка синтаксиса в конце (символ 574)
2020-03-26 10:17:36.404 GMT [2768] ОПЕРАТОР:  SELECT * 
	FROM (SELECT 
		u.id user_id,
		u.login,
		ig.id interpretation_group_id,
		ig.value interpretation_group
	   FROM 
	   users u,interpretation_groups ig 
	WHERE 
		  u.id = 2) all_groups join
	(SELECT 
	 	igv.user_id,
	    igv.user_login,
	    igv.test_id,
	    igv.test,
	    igv.interpretation_group_id,
	    igv.interpretation_group,
	    sum(igv.answer_value) AS value,
	    igv.date
	 FROM 
	 	interpetation_groups_view igv
	 GROUP BY igv.interpretation_group_id, 
	 	igv.interpretation_group, 
	 	igv.user_id,
	 	igv.user_login, 
	 	igv.test_id, 
	 	igv.test, 
	 	igv.date) answers
		
2020-03-26 10:18:05.523 GMT [2768] ОШИБКА:  оператор не существует: bigint == bigint (символ 609)
2020-03-26 10:18:05.523 GMT [2768] ПОДСКАЗКА:  Оператор с данными именем и типами аргументов не найден. Возможно, вам следует добавить явные приведения типов.
2020-03-26 10:18:05.523 GMT [2768] ОПЕРАТОР:  SELECT * 
	FROM (SELECT 
		u.id user_id,
		u.login,
		ig.id interpretation_group_id,
		ig.value interpretation_group
	   FROM 
	   users u,interpretation_groups ig 
	WHERE 
		  u.id = 2) all_groups join
	(SELECT 
	 	igv.user_id,
	    igv.user_login,
	    igv.test_id,
	    igv.test,
	    igv.interpretation_group_id,
	    igv.interpretation_group,
	    sum(igv.answer_value) AS value,
	    igv.date
	 FROM 
	 	interpetation_groups_view igv
	 GROUP BY igv.interpretation_group_id, 
	 	igv.interpretation_group, 
	 	igv.user_id,
	 	igv.user_login, 
	 	igv.test_id, 
	 	igv.test, 
	 	igv.date) answers
		on answers.interpretation_group_id == all_groups.interpretation_group_id
2020-03-26 10:20:11.478 GMT [2768] ОШИБКА:  функция sum(real, integer) не существует (символ 342)
2020-03-26 10:20:11.478 GMT [2768] ПОДСКАЗКА:  Функция с данными именем и типами аргументов не найдена. Возможно, вам следует добавить явные приведения типов.
2020-03-26 10:20:11.478 GMT [2768] ОПЕРАТОР:  SELECT * 
	FROM (SELECT 
		u.id user_id,
		u.login,
		ig.id interpretation_group_id,
		ig.value interpretation_group
	   FROM 
	   users u,interpretation_groups ig 
	WHERE 
		  u.id = 2) all_groups left join
	(SELECT 
	 	igv.user_id,
	    igv.user_login,
	    igv.test_id,
	    igv.test,
	    igv.interpretation_group_id,
	    igv.interpretation_group,
	    sum(coalesce(igv.answer_value),0) AS value,
	    igv.date
	 FROM 
	 	interpetation_groups_view igv
	 GROUP BY igv.interpretation_group_id, 
	 	igv.interpretation_group, 
	 	igv.user_id,
	 	igv.user_login, 
	 	igv.test_id, 
	 	igv.test, 
	 	igv.date) answers
		on answers.interpretation_group_id = all_groups.interpretation_group_id
2020-03-26 10:20:15.777 GMT [2768] ОШИБКА:  функция sum(real, integer) не существует (символ 342)
2020-03-26 10:20:15.777 GMT [2768] ПОДСКАЗКА:  Функция с данными именем и типами аргументов не найдена. Возможно, вам следует добавить явные приведения типов.
2020-03-26 10:20:15.777 GMT [2768] ОПЕРАТОР:  SELECT * 
	FROM (SELECT 
		u.id user_id,
		u.login,
		ig.id interpretation_group_id,
		ig.value interpretation_group
	   FROM 
	   users u,interpretation_groups ig 
	WHERE 
		  u.id = 2) all_groups left join
	(SELECT 
	 	igv.user_id,
	    igv.user_login,
	    igv.test_id,
	    igv.test,
	    igv.interpretation_group_id,
	    igv.interpretation_group,
	    sum(coalesce(igv.answer_value),0) AS value,
	    igv.date
	 FROM 
	 	interpetation_groups_view igv
	 GROUP BY igv.interpretation_group_id, 
	 	igv.interpretation_group, 
	 	igv.user_id,
	 	igv.user_login, 
	 	igv.test_id, 
	 	igv.test, 
	 	igv.date) answers
		on answers.interpretation_group_id = all_groups.interpretation_group_id
2020-03-26 10:20:16.068 GMT [2768] ОШИБКА:  функция sum(real, integer) не существует (символ 342)
2020-03-26 10:20:16.068 GMT [2768] ПОДСКАЗКА:  Функция с данными именем и типами аргументов не найдена. Возможно, вам следует добавить явные приведения типов.
2020-03-26 10:20:16.068 GMT [2768] ОПЕРАТОР:  SELECT * 
	FROM (SELECT 
		u.id user_id,
